# source: Mechanical strip of FinnGen ICD-10-FI patterns → standard ICD-10-CM ancestor → Athena Maps-to SNOMED
# target_vocab: SNOMED (Athena 5.4 snapshot — live vocab.concept, verified 2026-04-17)
# license: Derived work (FinnGen patterns are facts; Athena mappings CC-BY-4.0)
# curator: Phase 13-04 executor (Parthenon GSD agent)
source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason,provenance_tag
I710,0,ICD10_FIN,Aortic aneurysm and dissection,4187240,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
I7101,0,ICD10_FIN,Aortic aneurysm and dissection,4187240,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
I711,0,ICD10_FIN,Aortic aneurysm and dissection,4187240,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
I71[12],0,ICD10_FIN,Aortic aneurysm and dissection,4187240,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
I712,0,ICD10_FIN,Aortic aneurysm and dissection,4187240,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
I713,0,ICD10_FIN,Aortic aneurysm and dissection,4187240,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
I714,0,ICD10_FIN,Aortic aneurysm and dissection,4187240,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
I715,0,ICD10_FIN,Aortic aneurysm and dissection,4187240,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
I716,0,ICD10_FIN,Aortic aneurysm and dissection,4187240,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
I717,0,ICD10_FIN,Aortic aneurysm and dissection,4187240,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
I718,0,ICD10_FIN,Aortic aneurysm and dissection,4187240,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
I719,0,ICD10_FIN,Aortic aneurysm and dissection,4187240,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
I730,0,ICD10_FIN,Other peripheral vascular diseases,321052,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
I731,0,ICD10_FIN,Other peripheral vascular diseases,321052,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
I739,0,ICD10_FIN,Other peripheral vascular diseases,321052,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
I740,0,ICD10_FIN,Arterial embolism and thrombosis,312337,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
I743,0,ICD10_FIN,Arterial embolism and thrombosis,312337,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
I800,0,ICD10_FIN,Phlebitis and thrombophlebitis,320741,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
I801,0,ICD10_FIN,Phlebitis and thrombophlebitis,320741,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
I80[12],0,ICD10_FIN,Phlebitis and thrombophlebitis,320741,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
I8020,0,ICD10_FIN,Phlebitis and thrombophlebitis,320741,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
I8029,0,ICD10_FIN,Phlebitis and thrombophlebitis,320741,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
I803,0,ICD10_FIN,Phlebitis and thrombophlebitis,320741,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
I808,0,ICD10_FIN,Phlebitis and thrombophlebitis,320741,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
I809,0,ICD10_FIN,Phlebitis and thrombophlebitis,320741,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
I952,0,ICD10_FIN,Hypotension,317002,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
J051,0,ICD10_FIN,Acute obstructive laryngitis [croup] and epiglottitis,260134,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
J120,0,ICD10_FIN,"Viral pneumonia, not elsewhere classified",261326,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
J121,0,ICD10_FIN,"Viral pneumonia, not elsewhere classified",261326,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
J122,0,ICD10_FIN,"Viral pneumonia, not elsewhere classified",261326,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
J128,0,ICD10_FIN,"Viral pneumonia, not elsewhere classified",261326,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
J129,0,ICD10_FIN,"Viral pneumonia, not elsewhere classified",261326,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
J171,0,ICD10_FIN,Pneumonia in diseases classified elsewhere,255848,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
%J300,0,ICD10_FIN,Vasomotor and allergic rhinitis,4320791,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
J301,0,ICD10_FIN,Vasomotor and allergic rhinitis,4320791,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
J302,0,ICD10_FIN,Vasomotor and allergic rhinitis,4320791,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
J303,0,ICD10_FIN,Vasomotor and allergic rhinitis,4320791,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
J304,0,ICD10_FIN,Vasomotor and allergic rhinitis,4320791,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
J342,0,ICD10_FIN,Other and unspecified disorders of nose and nasal sinuses,254068,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
J398,0,ICD10_FIN,Other diseases of upper respiratory tract,254068,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
%J44,0,ICD10_FIN,Other chronic obstructive pulmonary disease,255573,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
%J45,0,ICD10_FIN,Asthma,317009,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
%J450,0,ICD10_FIN,Asthma,317009,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
J45[089],0,ICD10_FIN,Asthma,317009,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
%J451,0,ICD10_FIN,Asthma,317009,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
%J458,0,ICD10_FIN,Asthma,317009,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
%J459,0,ICD10_FIN,Asthma,317009,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
J702,0,ICD10_FIN,Respiratory conditions due to other external agents,320136,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
J703,0,ICD10_FIN,Respiratory conditions due to other external agents,320136,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
J704,0,ICD10_FIN,Respiratory conditions due to other external agents,320136,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
J841,0,ICD10_FIN,Other interstitial pulmonary diseases,4119786,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
J850,0,ICD10_FIN,Abscess of lung and mediastinum,4025164,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
J851,0,ICD10_FIN,Abscess of lung and mediastinum,4025164,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
J852,0,ICD10_FIN,Abscess of lung and mediastinum,4025164,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
J853,0,ICD10_FIN,Abscess of lung and mediastinum,4025164,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
J920,0,ICD10_FIN,Pleural plaque,4050884,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
J929,0,ICD10_FIN,Pleural plaque,4050884,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
J940,0,ICD10_FIN,Other pleural conditions,78786,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
J941,0,ICD10_FIN,Other pleural conditions,78786,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
J961,0,ICD10_FIN,"Respiratory failure, not elsewhere classified",4256228,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
J990,0,ICD10_FIN,Respiratory disorders in diseases classified elsewhere,320136,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K0000,0,ICD10_FIN,Disorders of tooth development and eruption,4159157,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K0001,0,ICD10_FIN,Disorders of tooth development and eruption,4159157,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K001,0,ICD10_FIN,Disorders of tooth development and eruption,4159157,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K0025,0,ICD10_FIN,Disorders of tooth development and eruption,4159157,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K0028,0,ICD10_FIN,Disorders of tooth development and eruption,4159157,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K0040,0,ICD10_FIN,Disorders of tooth development and eruption,4159157,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K0041,0,ICD10_FIN,Disorders of tooth development and eruption,4159157,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K0068,0,ICD10_FIN,Disorders of tooth development and eruption,4159157,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K0069,0,ICD10_FIN,Disorders of tooth development and eruption,4159157,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K010,0,ICD10_FIN,Embedded and impacted teeth,433243,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K011,0,ICD10_FIN,Embedded and impacted teeth,433243,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K0112,0,ICD10_FIN,Embedded and impacted teeth,433243,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K0116,0,ICD10_FIN,Embedded and impacted teeth,433243,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K020,0,ICD10_FIN,Dental caries,133228,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K021,0,ICD10_FIN,Dental caries,133228,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K030,0,ICD10_FIN,Other diseases of hard tissues of teeth,141050,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K031,0,ICD10_FIN,Other diseases of hard tissues of teeth,141050,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K032,0,ICD10_FIN,Other diseases of hard tissues of teeth,141050,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K033,0,ICD10_FIN,Other diseases of hard tissues of teeth,141050,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K034,0,ICD10_FIN,Other diseases of hard tissues of teeth,141050,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K035,0,ICD10_FIN,Other diseases of hard tissues of teeth,141050,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K036,0,ICD10_FIN,Other diseases of hard tissues of teeth,141050,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K037,0,ICD10_FIN,Other diseases of hard tissues of teeth,141050,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K038,0,ICD10_FIN,Other diseases of hard tissues of teeth,141050,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K039,0,ICD10_FIN,Other diseases of hard tissues of teeth,141050,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K040,0,ICD10_FIN,Diseases of pulp and periapical tissues,435570,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K041,0,ICD10_FIN,Diseases of pulp and periapical tissues,435570,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K045,0,ICD10_FIN,Diseases of pulp and periapical tissues,435570,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K046,0,ICD10_FIN,Diseases of pulp and periapical tissues,435570,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K047,0,ICD10_FIN,Diseases of pulp and periapical tissues,435570,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K0530,0,ICD10_FIN,Gingivitis and periodontal diseases,201603,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K053[01],0,ICD10_FIN,Gingivitis and periodontal diseases,201603,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K0531,0,ICD10_FIN,Gingivitis and periodontal diseases,201603,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K054,0,ICD10_FIN,Gingivitis and periodontal diseases,201603,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K055,0,ICD10_FIN,Gingivitis and periodontal diseases,201603,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K056,0,ICD10_FIN,Gingivitis and periodontal diseases,201603,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K061,0,ICD10_FIN,Other disorders of gingiva and edentulous alveolar ridge,4246658,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K0618,0,ICD10_FIN,Other disorders of gingiva and edentulous alveolar ridge,4246658,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K081,0,ICD10_FIN,Other disorders of teeth and supporting structures,201603,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K12[01],0,ICD10_FIN,Stomatitis and related lesions,138455,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K132,0,ICD10_FIN,Other diseases of lip and oral mucosa,139057,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K132[01],0,ICD10_FIN,Other diseases of lip and oral mucosa,139057,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K1374,0,ICD10_FIN,Other diseases of lip and oral mucosa,139057,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K143,0,ICD10_FIN,Diseases of tongue,432941,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K220,0,ICD10_FIN,Other diseases of esophagus,31610,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K221,0,ICD10_FIN,Other diseases of esophagus,31610,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K222,0,ICD10_FIN,Other diseases of esophagus,31610,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K223,0,ICD10_FIN,Other diseases of esophagus,31610,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K224,0,ICD10_FIN,Other diseases of esophagus,31610,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K225,0,ICD10_FIN,Other diseases of esophagus,31610,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K226,0,ICD10_FIN,Other diseases of esophagus,31610,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K227,0,ICD10_FIN,Other diseases of esophagus,31610,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K228,0,ICD10_FIN,Other diseases of esophagus,31610,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K229,0,ICD10_FIN,Other diseases of esophagus,31610,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K250,0,ICD10_FIN,Gastric ulcer,4265600,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K260,0,ICD10_FIN,Duodenal ulcer,4198381,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K261,0,ICD10_FIN,Duodenal ulcer,4198381,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K262,0,ICD10_FIN,Duodenal ulcer,4198381,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K263,0,ICD10_FIN,Duodenal ulcer,4198381,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K264,0,ICD10_FIN,Duodenal ulcer,4198381,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K265,0,ICD10_FIN,Duodenal ulcer,4198381,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K266,0,ICD10_FIN,Duodenal ulcer,4198381,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K267,0,ICD10_FIN,Duodenal ulcer,4198381,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K269,0,ICD10_FIN,Duodenal ulcer,4198381,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K290,0,ICD10_FIN,Gastritis and duodenitis,4043371,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K291,0,ICD10_FIN,Gastritis and duodenitis,4043371,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K292,0,ICD10_FIN,Gastritis and duodenitis,4043371,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K293,0,ICD10_FIN,Gastritis and duodenitis,4043371,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K294,0,ICD10_FIN,Gastritis and duodenitis,4043371,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K295,0,ICD10_FIN,Gastritis and duodenitis,4043371,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K296,0,ICD10_FIN,Gastritis and duodenitis,4043371,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K297,0,ICD10_FIN,Gastritis and duodenitis,4043371,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K298,0,ICD10_FIN,Gastritis and duodenitis,4043371,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K299,0,ICD10_FIN,Gastritis and duodenitis,4043371,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K350,0,ICD10_FIN,Acute appendicitis,4310400,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K351,0,ICD10_FIN,Acute appendicitis,4310400,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K400,0,ICD10_FIN,Inguinal hernia,4288544,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K401,0,ICD10_FIN,Inguinal hernia,4288544,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K402,0,ICD10_FIN,Inguinal hernia,4288544,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K410,0,ICD10_FIN,Femoral hernia,4178874,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K411,0,ICD10_FIN,Femoral hernia,4178874,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K412,0,ICD10_FIN,Femoral hernia,4178874,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K413,0,ICD10_FIN,Femoral hernia,4178874,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K414,0,ICD10_FIN,Femoral hernia,4178874,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K415,0,ICD10_FIN,Femoral hernia,4178874,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K416,0,ICD10_FIN,Femoral hernia,4178874,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K417,0,ICD10_FIN,Femoral hernia,4178874,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K418,0,ICD10_FIN,Femoral hernia,4178874,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K419,0,ICD10_FIN,Femoral hernia,4178874,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K500,0,ICD10_FIN,Crohn's disease [regional enteritis],201606,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K501,0,ICD10_FIN,Crohn's disease [regional enteritis],201606,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K508,0,ICD10_FIN,Crohn's disease [regional enteritis],201606,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K509,0,ICD10_FIN,Crohn's disease [regional enteritis],201606,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K510,0,ICD10_FIN,Ulcerative colitis,81893,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K511,0,ICD10_FIN,Ulcerative colitis,81893,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K512,0,ICD10_FIN,Ulcerative colitis,81893,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K513,0,ICD10_FIN,Ulcerative colitis,81893,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K514,0,ICD10_FIN,Ulcerative colitis,81893,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K515,0,ICD10_FIN,Ulcerative colitis,81893,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K518,0,ICD10_FIN,Ulcerative colitis,81893,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K519,0,ICD10_FIN,Ulcerative colitis,81893,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K520,0,ICD10_FIN,Other and unspecified noninfective gastroenteritis and colitis,4297887,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K521,0,ICD10_FIN,Other and unspecified noninfective gastroenteritis and colitis,4297887,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K522,0,ICD10_FIN,Other and unspecified noninfective gastroenteritis and colitis,4297887,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K5280,0,ICD10_FIN,Other and unspecified noninfective gastroenteritis and colitis,4297887,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K5288,0,ICD10_FIN,Other and unspecified noninfective gastroenteritis and colitis,4297887,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K529,0,ICD10_FIN,Other and unspecified noninfective gastroenteritis and colitis,4297887,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K550,0,ICD10_FIN,Vascular disorders of intestine,4134603,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K551,0,ICD10_FIN,Vascular disorders of intestine,4134603,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K559,0,ICD10_FIN,Vascular disorders of intestine,4134603,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K560,0,ICD10_FIN,Paralytic ileus and intestinal obstruction without hernia,193518,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K561,0,ICD10_FIN,Paralytic ileus and intestinal obstruction without hernia,193518,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K562,0,ICD10_FIN,Paralytic ileus and intestinal obstruction without hernia,193518,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K563,0,ICD10_FIN,Paralytic ileus and intestinal obstruction without hernia,193518,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K564,0,ICD10_FIN,Paralytic ileus and intestinal obstruction without hernia,193518,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K565,0,ICD10_FIN,Paralytic ileus and intestinal obstruction without hernia,193518,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K566,0,ICD10_FIN,Paralytic ileus and intestinal obstruction without hernia,193518,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K567,0,ICD10_FIN,Paralytic ileus and intestinal obstruction without hernia,193518,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K590,0,ICD10_FIN,Other functional intestinal disorders,196151,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K710,0,ICD10_FIN,Toxic liver disease,4055224,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K711,0,ICD10_FIN,Toxic liver disease,4055224,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K712,0,ICD10_FIN,Toxic liver disease,4055224,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K713,0,ICD10_FIN,Toxic liver disease,4055224,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K714,0,ICD10_FIN,Toxic liver disease,4055224,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K715,0,ICD10_FIN,Toxic liver disease,4055224,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K716,0,ICD10_FIN,Toxic liver disease,4055224,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K717,0,ICD10_FIN,Toxic liver disease,4055224,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K718,0,ICD10_FIN,Toxic liver disease,4055224,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K719,0,ICD10_FIN,Toxic liver disease,4055224,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K7380,0,ICD10_FIN,"Chronic hepatitis, not elsewhere classified",200763,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K7389,0,ICD10_FIN,"Chronic hepatitis, not elsewhere classified",200763,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K739,0,ICD10_FIN,"Chronic hepatitis, not elsewhere classified",200763,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K740,0,ICD10_FIN,Fibrosis and cirrhosis of liver,4267417,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K741,0,ICD10_FIN,Fibrosis and cirrhosis of liver,4267417,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K742,0,ICD10_FIN,Fibrosis and cirrhosis of liver,4267417,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K743,0,ICD10_FIN,Fibrosis and cirrhosis of liver,4267417,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K744,0,ICD10_FIN,Fibrosis and cirrhosis of liver,4267417,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K745,0,ICD10_FIN,Fibrosis and cirrhosis of liver,4267417,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K746,0,ICD10_FIN,Fibrosis and cirrhosis of liver,4267417,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K754,0,ICD10_FIN,Other inflammatory liver diseases,194990,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K758,0,ICD10_FIN,Other inflammatory liver diseases,194990,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K759,0,ICD10_FIN,Other inflammatory liver diseases,194990,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K760,0,ICD10_FIN,Other diseases of liver,194984,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K766,0,ICD10_FIN,Other diseases of liver,194984,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K830,0,ICD10_FIN,Other diseases of biliary tract,197917,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K852,0,ICD10_FIN,Acute pancreatitis,199074,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K853,0,ICD10_FIN,Acute pancreatitis,199074,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K860,0,ICD10_FIN,Other diseases of pancreas,192963,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K861,0,ICD10_FIN,Other diseases of pancreas,192963,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K862,0,ICD10_FIN,Other diseases of pancreas,192963,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K863,0,ICD10_FIN,Other diseases of pancreas,192963,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K864,0,ICD10_FIN,Other diseases of pancreas,192963,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
K865,0,ICD10_FIN,Other diseases of pancreas,192963,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
