# source: Mechanical strip of FinnGen ICD-10-FI patterns → standard ICD-10-CM ancestor → Athena Maps-to SNOMED
# target_vocab: SNOMED (Athena 5.4 snapshot — live vocab.concept, verified 2026-04-17)
# license: Derived work (FinnGen patterns are facts; Athena mappings CC-BY-4.0)
# curator: Phase 13-04 executor (Parthenon GSD agent)
source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason,provenance_tag
E064,0,ICD10_FIN,Thyroiditis,133444,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E068,0,ICD10_FIN,Thyroiditis,133444,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E069,0,ICD10_FIN,Thyroiditis,133444,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E070,0,ICD10_FIN,Other disorders of thyroid,141253,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E071,0,ICD10_FIN,Other disorders of thyroid,141253,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E078,0,ICD10_FIN,Other disorders of thyroid,141253,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E079,0,ICD10_FIN,Other disorders of thyroid,141253,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E100,0,ICD10_FIN,Type 1 diabetes mellitus,201254,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E1000,0,ICD10_FIN,Type 1 diabetes mellitus,201254,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E1001,0,ICD10_FIN,Type 1 diabetes mellitus,201254,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E101,0,ICD10_FIN,Type 1 diabetes mellitus,201254,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E102,0,ICD10_FIN,Type 1 diabetes mellitus,201254,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E103,0,ICD10_FIN,Type 1 diabetes mellitus,201254,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E104,0,ICD10_FIN,Type 1 diabetes mellitus,201254,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E105,0,ICD10_FIN,Type 1 diabetes mellitus,201254,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E105&I792,0,ICD10_FIN,Type 1 diabetes mellitus,201254,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E10[7-8],0,ICD10_FIN,Type 1 diabetes mellitus,201254,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E109,0,ICD10_FIN,Type 1 diabetes mellitus,201254,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E110,0,ICD10_FIN,Type 2 diabetes mellitus,201826,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E1100,0,ICD10_FIN,Type 2 diabetes mellitus,201826,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E1101,0,ICD10_FIN,Type 2 diabetes mellitus,201826,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E111,0,ICD10_FIN,Type 2 diabetes mellitus,201826,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E112,0,ICD10_FIN,Type 2 diabetes mellitus,201826,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E113,0,ICD10_FIN,Type 2 diabetes mellitus,201826,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E114,0,ICD10_FIN,Type 2 diabetes mellitus,201826,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E115,0,ICD10_FIN,Type 2 diabetes mellitus,201826,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E115&I792,0,ICD10_FIN,Type 2 diabetes mellitus,201826,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E11[7-8],0,ICD10_FIN,Type 2 diabetes mellitus,201826,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E119,0,ICD10_FIN,Type 2 diabetes mellitus,201826,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E130,0,ICD10_FIN,Other specified diabetes mellitus,201820,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E131,0,ICD10_FIN,Other specified diabetes mellitus,201820,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E132,0,ICD10_FIN,Other specified diabetes mellitus,201820,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E133,0,ICD10_FIN,Other specified diabetes mellitus,201820,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E134,0,ICD10_FIN,Other specified diabetes mellitus,201820,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E135,0,ICD10_FIN,Other specified diabetes mellitus,201820,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E136,0,ICD10_FIN,Other specified diabetes mellitus,201820,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E13[7-8],0,ICD10_FIN,Other specified diabetes mellitus,201820,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E139,0,ICD10_FIN,Other specified diabetes mellitus,201820,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E160,0,ICD10_FIN,Other disorders of pancreatic internal secretion,193983,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E161,0,ICD10_FIN,Other disorders of pancreatic internal secretion,193983,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E1611,0,ICD10_FIN,Other disorders of pancreatic internal secretion,193983,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E162,0,ICD10_FIN,Other disorders of pancreatic internal secretion,193983,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E163,0,ICD10_FIN,Other disorders of pancreatic internal secretion,193983,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E164,0,ICD10_FIN,Other disorders of pancreatic internal secretion,193983,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E168,0,ICD10_FIN,Other disorders of pancreatic internal secretion,193983,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E169,0,ICD10_FIN,Other disorders of pancreatic internal secretion,193983,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E200,0,ICD10_FIN,Hypoparathyroidism,140362,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E201,0,ICD10_FIN,Hypoparathyroidism,140362,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E210,0,ICD10_FIN,Hyperparathyroidism and other disorders of parathyroid gland,138713,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E211,0,ICD10_FIN,Hyperparathyroidism and other disorders of parathyroid gland,138713,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E212,0,ICD10_FIN,Hyperparathyroidism and other disorders of parathyroid gland,138713,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E213,0,ICD10_FIN,Hyperparathyroidism and other disorders of parathyroid gland,138713,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E214,0,ICD10_FIN,Hyperparathyroidism and other disorders of parathyroid gland,138713,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E215,0,ICD10_FIN,Hyperparathyroidism and other disorders of parathyroid gland,138713,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E220,0,ICD10_FIN,Hyperfunction of pituitary gland,26378,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E221,0,ICD10_FIN,Hyperfunction of pituitary gland,26378,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E222,0,ICD10_FIN,Hyperfunction of pituitary gland,26378,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E228,0,ICD10_FIN,Hyperfunction of pituitary gland,26378,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E2280,0,ICD10_FIN,Hyperfunction of pituitary gland,26378,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E229,0,ICD10_FIN,Hyperfunction of pituitary gland,26378,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E230,0,ICD10_FIN,Hypofunction and other disorders of the pituitary gland,23986,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E2300,0,ICD10_FIN,Hypofunction and other disorders of the pituitary gland,23986,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E2301,0,ICD10_FIN,Hypofunction and other disorders of the pituitary gland,23986,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E2303,0,ICD10_FIN,Hypofunction and other disorders of the pituitary gland,23986,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E2304,0,ICD10_FIN,Hypofunction and other disorders of the pituitary gland,23986,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E2305,0,ICD10_FIN,Hypofunction and other disorders of the pituitary gland,23986,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E231,0,ICD10_FIN,Hypofunction and other disorders of the pituitary gland,23986,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E232,0,ICD10_FIN,Hypofunction and other disorders of the pituitary gland,23986,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E233,0,ICD10_FIN,Hypofunction and other disorders of the pituitary gland,23986,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E236,0,ICD10_FIN,Hypofunction and other disorders of the pituitary gland,23986,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E237,0,ICD10_FIN,Hypofunction and other disorders of the pituitary gland,23986,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E240,0,ICD10_FIN,Cushing's syndrome,195212,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E242,0,ICD10_FIN,Cushing's syndrome,195212,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E244,0,ICD10_FIN,Cushing's syndrome,195212,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E258,0,ICD10_FIN,Adrenogenital disorders,196369,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E270,0,ICD10_FIN,Other disorders of adrenal gland,193165,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E271,0,ICD10_FIN,Other disorders of adrenal gland,193165,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E272,0,ICD10_FIN,Other disorders of adrenal gland,193165,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E273,0,ICD10_FIN,Other disorders of adrenal gland,193165,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E274,0,ICD10_FIN,Other disorders of adrenal gland,193165,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E275,0,ICD10_FIN,Other disorders of adrenal gland,193165,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E278,0,ICD10_FIN,Other disorders of adrenal gland,193165,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E279,0,ICD10_FIN,Other disorders of adrenal gland,193165,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E280,0,ICD10_FIN,Ovarian dysfunction,201257,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E281,0,ICD10_FIN,Ovarian dysfunction,201257,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E282,0,ICD10_FIN,Ovarian dysfunction,201257,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E283,0,ICD10_FIN,Ovarian dysfunction,201257,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E288,0,ICD10_FIN,Ovarian dysfunction,201257,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E289,0,ICD10_FIN,Ovarian dysfunction,201257,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E290,0,ICD10_FIN,Testicular dysfunction,26935,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E291,0,ICD10_FIN,Testicular dysfunction,26935,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E298,0,ICD10_FIN,Testicular dysfunction,26935,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E299,0,ICD10_FIN,Testicular dysfunction,26935,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E300,0,ICD10_FIN,"Disorders of puberty, not elsewhere classified",4028939,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E301,0,ICD10_FIN,"Disorders of puberty, not elsewhere classified",4028939,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E308,0,ICD10_FIN,"Disorders of puberty, not elsewhere classified",4028939,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E309,0,ICD10_FIN,"Disorders of puberty, not elsewhere classified",4028939,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E310,0,ICD10_FIN,Polyglandular dysfunction,22856,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E3100,0,ICD10_FIN,Polyglandular dysfunction,22856,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E311,0,ICD10_FIN,Polyglandular dysfunction,22856,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E318,0,ICD10_FIN,Polyglandular dysfunction,22856,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E319,0,ICD10_FIN,Polyglandular dysfunction,22856,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E320,0,ICD10_FIN,Diseases of thymus,433730,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E321,0,ICD10_FIN,Diseases of thymus,433730,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E328,0,ICD10_FIN,Diseases of thymus,433730,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E329,0,ICD10_FIN,Diseases of thymus,433730,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E340,0,ICD10_FIN,Other endocrine disorders,31821,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E341,0,ICD10_FIN,Other endocrine disorders,31821,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E342,0,ICD10_FIN,Other endocrine disorders,31821,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E343,0,ICD10_FIN,Other endocrine disorders,31821,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E3431,0,ICD10_FIN,Other endocrine disorders,31821,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E344,0,ICD10_FIN,Other endocrine disorders,31821,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E345,0,ICD10_FIN,Other endocrine disorders,31821,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E348,0,ICD10_FIN,Other endocrine disorders,31821,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E349,0,ICD10_FIN,Other endocrine disorders,31821,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E560,0,ICD10_FIN,Other vitamin deficiencies,436658,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E561,0,ICD10_FIN,Other vitamin deficiencies,436658,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E568,0,ICD10_FIN,Other vitamin deficiencies,436658,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E569,0,ICD10_FIN,Other vitamin deficiencies,436658,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E610,0,ICD10_FIN,Deficiency of other nutrient elements,435227,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E611,0,ICD10_FIN,Deficiency of other nutrient elements,435227,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E612,0,ICD10_FIN,Deficiency of other nutrient elements,435227,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E613,0,ICD10_FIN,Deficiency of other nutrient elements,435227,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E614,0,ICD10_FIN,Deficiency of other nutrient elements,435227,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E615,0,ICD10_FIN,Deficiency of other nutrient elements,435227,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E616,0,ICD10_FIN,Deficiency of other nutrient elements,435227,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E617,0,ICD10_FIN,Deficiency of other nutrient elements,435227,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E618,0,ICD10_FIN,Deficiency of other nutrient elements,435227,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E619,0,ICD10_FIN,Deficiency of other nutrient elements,435227,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E630,0,ICD10_FIN,Other nutritional deficiencies,435227,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E631,0,ICD10_FIN,Other nutritional deficiencies,435227,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E638,0,ICD10_FIN,Other nutritional deficiencies,435227,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E639,0,ICD10_FIN,Other nutritional deficiencies,435227,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E660,0,ICD10_FIN,Overweight and obesity,433736,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E661,0,ICD10_FIN,Overweight and obesity,433736,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E662,0,ICD10_FIN,Overweight and obesity,433736,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E668,0,ICD10_FIN,Overweight and obesity,433736,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E669,0,ICD10_FIN,Overweight and obesity,433736,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E670,0,ICD10_FIN,Other hyperalimentation,438392,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E671,0,ICD10_FIN,Other hyperalimentation,438392,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E672,0,ICD10_FIN,Other hyperalimentation,438392,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E673,0,ICD10_FIN,Other hyperalimentation,438392,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E678,0,ICD10_FIN,Other hyperalimentation,438392,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E700,0,ICD10_FIN,Disorders of aromatic amino-acid metabolism,4140301,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E701,0,ICD10_FIN,Disorders of aromatic amino-acid metabolism,4140301,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E702,0,ICD10_FIN,Disorders of aromatic amino-acid metabolism,4140301,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E703,0,ICD10_FIN,Disorders of aromatic amino-acid metabolism,4140301,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E708,0,ICD10_FIN,Disorders of aromatic amino-acid metabolism,4140301,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E709,0,ICD10_FIN,Disorders of aromatic amino-acid metabolism,4140301,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E710,0,ICD10_FIN,Disorders of branched-chain amino-acid metabolism and fatty-acid metabolism,439003,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E711,0,ICD10_FIN,Disorders of branched-chain amino-acid metabolism and fatty-acid metabolism,439003,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E712,0,ICD10_FIN,Disorders of branched-chain amino-acid metabolism and fatty-acid metabolism,439003,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E713,0,ICD10_FIN,Disorders of branched-chain amino-acid metabolism and fatty-acid metabolism,439003,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E720,0,ICD10_FIN,Other disorders of amino-acid metabolism,435774,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E721,0,ICD10_FIN,Other disorders of amino-acid metabolism,435774,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E722,0,ICD10_FIN,Other disorders of amino-acid metabolism,435774,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E723,0,ICD10_FIN,Other disorders of amino-acid metabolism,435774,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E724,0,ICD10_FIN,Other disorders of amino-acid metabolism,435774,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E725,0,ICD10_FIN,Other disorders of amino-acid metabolism,435774,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E728,0,ICD10_FIN,Other disorders of amino-acid metabolism,435774,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E729,0,ICD10_FIN,Other disorders of amino-acid metabolism,435774,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E730,0,ICD10_FIN,Lactose intolerance,37206102,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E731,0,ICD10_FIN,Lactose intolerance,37206102,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E738,0,ICD10_FIN,Lactose intolerance,37206102,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E739,0,ICD10_FIN,Lactose intolerance,37206102,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E740,0,ICD10_FIN,Other disorders of carbohydrate metabolism,437515,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E741,0,ICD10_FIN,Other disorders of carbohydrate metabolism,437515,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E742,0,ICD10_FIN,Other disorders of carbohydrate metabolism,437515,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E743,0,ICD10_FIN,Other disorders of carbohydrate metabolism,437515,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E744,0,ICD10_FIN,Other disorders of carbohydrate metabolism,437515,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E748,0,ICD10_FIN,Other disorders of carbohydrate metabolism,437515,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E749,0,ICD10_FIN,Other disorders of carbohydrate metabolism,437515,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E750,0,ICD10_FIN,Disorders of sphingolipid metabolism and other lipid storage disorders,4031808,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E751,0,ICD10_FIN,Disorders of sphingolipid metabolism and other lipid storage disorders,4031808,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E752,0,ICD10_FIN,Disorders of sphingolipid metabolism and other lipid storage disorders,4031808,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E753,0,ICD10_FIN,Disorders of sphingolipid metabolism and other lipid storage disorders,4031808,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E754,0,ICD10_FIN,Disorders of sphingolipid metabolism and other lipid storage disorders,4031808,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E755,0,ICD10_FIN,Disorders of sphingolipid metabolism and other lipid storage disorders,4031808,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E756,0,ICD10_FIN,Disorders of sphingolipid metabolism and other lipid storage disorders,4031808,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E760,0,ICD10_FIN,Disorders of glycosaminoglycan metabolism,4029881,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E761,0,ICD10_FIN,Disorders of glycosaminoglycan metabolism,4029881,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E762,0,ICD10_FIN,Disorders of glycosaminoglycan metabolism,4029881,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E763,0,ICD10_FIN,Disorders of glycosaminoglycan metabolism,4029881,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E768,0,ICD10_FIN,Disorders of glycosaminoglycan metabolism,4029881,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E769,0,ICD10_FIN,Disorders of glycosaminoglycan metabolism,4029881,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E770,0,ICD10_FIN,Disorders of glycoprotein metabolism,4031941,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E771,0,ICD10_FIN,Disorders of glycoprotein metabolism,4031941,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E778,0,ICD10_FIN,Disorders of glycoprotein metabolism,4031941,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E779,0,ICD10_FIN,Disorders of glycoprotein metabolism,4031941,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E780,0,ICD10_FIN,Disorders of lipoprotein metabolism and other lipidemias,437530,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E7800,0,ICD10_FIN,Disorders of lipoprotein metabolism and other lipidemias,437530,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E781,0,ICD10_FIN,Disorders of lipoprotein metabolism and other lipidemias,437530,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E782,0,ICD10_FIN,Disorders of lipoprotein metabolism and other lipidemias,437530,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E783,0,ICD10_FIN,Disorders of lipoprotein metabolism and other lipidemias,437530,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E784,0,ICD10_FIN,Disorders of lipoprotein metabolism and other lipidemias,437530,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E785,0,ICD10_FIN,Disorders of lipoprotein metabolism and other lipidemias,437530,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E786,0,ICD10_FIN,Disorders of lipoprotein metabolism and other lipidemias,437530,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E788,0,ICD10_FIN,Disorders of lipoprotein metabolism and other lipidemias,437530,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E789,0,ICD10_FIN,Disorders of lipoprotein metabolism and other lipidemias,437530,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E790,0,ICD10_FIN,Disorders of purine and pyrimidine metabolism,440066,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E791,0,ICD10_FIN,Disorders of purine and pyrimidine metabolism,440066,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E798,0,ICD10_FIN,Disorders of purine and pyrimidine metabolism,440066,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E799,0,ICD10_FIN,Disorders of purine and pyrimidine metabolism,440066,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E800,0,ICD10_FIN,Disorders of porphyrin and bilirubin metabolism,434908,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E801,0,ICD10_FIN,Disorders of porphyrin and bilirubin metabolism,434908,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E802,0,ICD10_FIN,Disorders of porphyrin and bilirubin metabolism,434908,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E803,0,ICD10_FIN,Disorders of porphyrin and bilirubin metabolism,434908,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
E804,0,ICD10_FIN,Disorders of porphyrin and bilirubin metabolism,434908,SNOMED,1970-01-01,2099-12-31,,computed-icd10fi-strip
