vocab	source_code	reason
ICDO3	9393	no SNOMED neoplasm fallback
ICDO3	9400	no SNOMED neoplasm fallback
ICDO3	9440	no SNOMED neoplasm fallback
ICDO3	9470	no SNOMED neoplasm fallback
ICDO3	9510	no SNOMED neoplasm fallback
ICDO3	9511	no SNOMED neoplasm fallback
ICDO3	9512	no SNOMED neoplasm fallback
ICDO3	9513	no SNOMED neoplasm fallback
ICDO3	9514	no SNOMED neoplasm fallback
ICDO3	9530	no SNOMED neoplasm fallback
ICDO3	9531	no SNOMED neoplasm fallback
ICDO3	9532	no SNOMED neoplasm fallback
ICDO3	9533	no SNOMED neoplasm fallback
ICDO3	9534	no SNOMED neoplasm fallback
ICDO3	9537	no SNOMED neoplasm fallback
ICDO3	9538	no SNOMED neoplasm fallback
ICDO3	9539	no SNOMED neoplasm fallback
ICDO3	9670	no SNOMED neoplasm fallback
ICDO3	9671	no SNOMED neoplasm fallback
ICDO3	9672	no SNOMED neoplasm fallback
ICDO3	9673	no SNOMED neoplasm fallback
ICDO3	9674	no SNOMED neoplasm fallback
ICDO3	9675	no SNOMED neoplasm fallback
ICDO3	9676	no SNOMED neoplasm fallback
ICDO3	9677	no SNOMED neoplasm fallback
ICDO3	9678	no SNOMED neoplasm fallback
ICDO3	9679	no SNOMED neoplasm fallback
ICDO3	9680	no SNOMED neoplasm fallback
ICDO3	9687	no SNOMED neoplasm fallback
ICDO3	9699	no SNOMED neoplasm fallback
ICDO3	9700	no SNOMED neoplasm fallback
ICDO3	9701	no SNOMED neoplasm fallback
ICDO3	9702	no SNOMED neoplasm fallback
ICDO3	9732	no SNOMED neoplasm fallback
ICDO3	9761	no SNOMED neoplasm fallback
ICDO3	9765	no SNOMED neoplasm fallback
ICDO3	9910	no SNOMED neoplasm fallback
ICDO3	9911	no SNOMED neoplasm fallback
ICDO3	9912	no SNOMED neoplasm fallback
ICDO3	9920	no SNOMED neoplasm fallback
ICDO3	9930	no SNOMED neoplasm fallback
ICDO3	993[01]	no SNOMED neoplasm fallback
ICDO3	9931	no SNOMED neoplasm fallback
ICDO3	9950	no SNOMED neoplasm fallback
ICDO3	9962	no SNOMED neoplasm fallback
ICDO3	9980	no SNOMED neoplasm fallback
ICDO3	9982	no SNOMED neoplasm fallback
ICDO3	9983	no SNOMED neoplasm fallback
ICDO3	9984	no SNOMED neoplasm fallback
ICDO3	9985	no SNOMED neoplasm fallback
ICDO3	9986	no SNOMED neoplasm fallback
ICDO3	9987	no SNOMED neoplasm fallback
ICDO3	9989	no SNOMED neoplasm fallback
ICDO3	C00	no 3-digit morphology base
ICDO3	C01	no 3-digit morphology base
ICDO3	C02	no 3-digit morphology base
ICDO3	C03	no 3-digit morphology base
ICDO3	C04	no 3-digit morphology base
ICDO3	C05	no 3-digit morphology base
ICDO3	C06	no 3-digit morphology base
ICDO3	C07	no 3-digit morphology base
ICDO3	C08	no 3-digit morphology base
ICDO3	C09	no 3-digit morphology base
ICDO3	C10	no 3-digit morphology base
ICDO3	C11	no 3-digit morphology base
ICDO3	C12	no 3-digit morphology base
ICDO3	C1[23]	no SNOMED neoplasm fallback
ICDO3	C13	no 3-digit morphology base
ICDO3	C14	no 3-digit morphology base
ICDO3	C15	no 3-digit morphology base
ICDO3	C16	no 3-digit morphology base
ICDO3	C17	no 3-digit morphology base
ICDO3	C18	no 3-digit morphology base
ICDO3	C19	no 3-digit morphology base
ICDO3	C20	no 3-digit morphology base
ICDO3	C21	no 3-digit morphology base
ICDO3	C22	no 3-digit morphology base
ICDO3	C23	no 3-digit morphology base
ICDO3	C24	no 3-digit morphology base
ICDO3	C25	no 3-digit morphology base
ICDO3	C26	no 3-digit morphology base
ICDO3	C30	no 3-digit morphology base
ICDO3	C3[01]	no SNOMED neoplasm fallback
ICDO3	C31	no 3-digit morphology base
ICDO3	C32	no 3-digit morphology base
ICDO3	C33	no 3-digit morphology base
ICDO3	C34	no 3-digit morphology base
ICDO3	C37	no 3-digit morphology base
ICDO3	C38	no 3-digit morphology base
ICDO3	C384	no SNOMED neoplasm fallback
ICDO3	C39	no 3-digit morphology base
ICDO3	C40	no 3-digit morphology base
ICDO3	C41	no 3-digit morphology base
ICDO3	C42	no 3-digit morphology base
ICDO3	C44	no 3-digit morphology base
ICDO3	C47	no 3-digit morphology base
ICDO3	C48	no 3-digit morphology base
ICDO3	C49	no 3-digit morphology base
ICDO3	C50	no 3-digit morphology base
ICDO3	C51	no 3-digit morphology base
ICDO3	C52	no 3-digit morphology base
ICDO3	C53	no 3-digit morphology base
ICDO3	C54	no 3-digit morphology base
ICDO3	C55	no 3-digit morphology base
ICDO3	C56	no 3-digit morphology base
ICDO3	C57	no 3-digit morphology base
ICDO3	C58	no 3-digit morphology base
ICDO3	C60	no 3-digit morphology base
ICDO3	C61	no 3-digit morphology base
ICDO3	C62	no 3-digit morphology base
ICDO3	C63	no 3-digit morphology base
ICDO3	C64	no 3-digit morphology base
ICDO3	C65	no 3-digit morphology base
ICDO3	C66	no 3-digit morphology base
ICDO3	C67	no 3-digit morphology base
ICDO3	C68	no 3-digit morphology base
ICDO3	C69	no 3-digit morphology base
ICDO3	C70	no 3-digit morphology base
ICDO3	C71	no 3-digit morphology base
ICDO3	C72	no 3-digit morphology base
ICDO3	C73	no 3-digit morphology base
ICDO3	C74	no 3-digit morphology base
ICDO3	C75	no 3-digit morphology base
ICDO3	C76	no 3-digit morphology base
ICDO3	C77	no 3-digit morphology base
ICDO3	C78	no 3-digit morphology base
ICDO3	C79	no 3-digit morphology base
ICDO3	C80	no 3-digit morphology base
ICDO3	C81	no 3-digit morphology base
ICDO3	C82	no 3-digit morphology base
ICDO3	C83	no 3-digit morphology base
ICDO3	C84	no 3-digit morphology base
ICDO3	C85	no 3-digit morphology base
ICDO3	C86	no 3-digit morphology base
