PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"35631157","Opportunities of Digital Infrastructures for Disease Management-Exemplified on COVID-19-Related Change in Diagnosis Counts for Diabetes-Related Eye Diseases","Bathelt F, Reinecke I, Peng Y, Henke E, Weidner J, Bartos M, Gött R, Waltemath D, Engelmann K, Schwarz PE, Sedlmayr M.","Nutrients. 2022 May 11;14(10):2016. doi: 10.3390/nu14102016.","Bathelt F","Nutrients","2022","2022/05/28","PMC9147678","","10.3390/nu14102016"
"35786634","Methodological Issues in Using a Common Data Model of COVID-19 Vaccine Uptake and Important Adverse Events of Interest: Feasibility Study of Data and Connectivity COVID-19 Vaccines Pharmacovigilance in the United Kingdom","Delanerolle G, Williams R, Stipancic A, Byford R, Forbes A, Tsang RSM, Anand SN, Bradley D, Murphy S, Akbari A, Bedston S, Lyons RA, Owen R, Torabi F, Beggs J, Chuter A, Balharry D, Joy M, Sheikh A, Hobbs FDR, de Lusignan S.","JMIR Form Res. 2022 Aug 22;6(8):e37821. doi: 10.2196/37821.","Delanerolle G","JMIR Form Res","2022","2022/07/05","PMC9400842","","10.2196/37821"
"38433286","Incidence of mental health diagnoses during the COVID-19 pandemic: a multinational network study","Chai Y, Man KKC, Luo H, Torre CO, Wing YK, Hayes JF, Osborn DPJ, Chang WC, Lin X, Yin C, Chan EW, Lam ICH, Fortin S, Kern DM, Lee DY, Park RW, Jang JW, Li J, Seager S, Lau WCY, Wong ICK.","Epidemiol Psychiatr Sci. 2024 Mar 4;33:e9. doi: 10.1017/S2045796024000088.","Chai Y","Epidemiol Psychiatr Sci","2024","2024/03/03","PMC10940053","","10.1017/S2045796024000088"
"41166331","Kineret: Israel's Largest Hospital Network Transformed into the OMOP common data model for collaborative research","Rappoport N, Livne G, Perry Cohen N, Makover N, Eshel-Geva H, Kapach H, Hadad T, Alon Y, Rubin R, Chai S, da Villa S, Hochman O.","PLoS One. 2025 Oct 30;20(10):e0334848. doi: 10.1371/journal.pone.0334848. eCollection 2025.","Rappoport N","PLoS One","2025","2025/10/30","PMC12574879","","10.1371/journal.pone.0334848"
"40124300","A dataset for mapping the Japanese drugs to RxNorm standard concepts","Kimura E, Kawakami Y, Inoue S, Okajima A.","Data Brief. 2025 Feb 21;59:111418. doi: 10.1016/j.dib.2025.111418. eCollection 2025 Apr.","Kimura E","Data Brief","2025","2025/03/24","PMC11926709","","10.1016/j.dib.2025.111418"
"33975825","Use of repurposed and adjuvant drugs in hospital patients with covid-19: multinational network cohort study","Prats-Uribe A, Sena AG, Lai LYH, Ahmed WU, Alghoul H, Alser O, Alshammari TM, Areia C, Carter W, Casajust P, Dawoud D, Golozar A, Jonnagaddala J, Mehta PP, Gong M, Morales DR, Nyberg F, Posada JD, Recalde M, Roel E, Shah K, Shah NH, Schilling LM, Subbian V, Vizcaya D, Zhang L, Zhang Y, Zhu H, Liu L, Cho J, Lynch KE, Matheny ME, You SC, Rijnbeek PR, Hripcsak G, Lane JC, Burn E, Reich C, Suchard MA, Duarte-Salles T, Kostka K, Ryan PB, Prieto-Alhambra D.","BMJ. 2021 May 11;373:n1038. doi: 10.1136/bmj.n1038.","Prats-Uribe A","BMJ","2021","2021/05/12","PMC8111167","","10.1136/bmj.n1038"
"39761272","ETL: From the German Health Data Lab data formats to the OMOP Common Data Model","Finster M, Moinat M, Taghizadeh E.","PLoS One. 2025 Jan 6;20(1):e0311511. doi: 10.1371/journal.pone.0311511. eCollection 2025.","Finster M","PLoS One","2025","2025/01/06","PMC11703056","","10.1371/journal.pone.0311511"
"34930903","Predictors of diagnostic transition from major depressive disorder to bipolar disorder: a retrospective observational network study","Nestsiarovich A, Reps JM, Matheny ME, DuVall SL, Lynch KE, Beaton M, Jiang X, Spotnitz M, Pfohl SR, Shah NH, Torre CO, Reich CG, Lee DY, Son SJ, You SC, Park RW, Ryan PB, Lambert CG.","Transl Psychiatry. 2021 Dec 20;11(1):642. doi: 10.1038/s41398-021-01760-6.","Nestsiarovich A","Transl Psychiatry","2021","2021/12/21","PMC8688463","","10.1038/s41398-021-01760-6"
"40173432","Conversion of Sensitive Data to the Observational Medical Outcomes Partnership Common Data Model: Protocol for the Development and Use of Carrot","Cox S, Masood E, Panagi V, Macdonald C, Milligan G, Horban S, Santos R, Hall C, Lea D, Tarr S, Mumtaz S, Akashili E, Rae A, Urwin E, Cole C, Sheikh A, Jefferson E, Quinlan PR.","JMIR Res Protoc. 2025 Apr 2;14:e60917. doi: 10.2196/60917.","Cox S","JMIR Res Protoc","2025","2025/04/02","PMC12004012","","10.2196/60917"
"34267326","Characteristics and outcomes of 627 044 COVID-19 patients living with and without obesity in the United States, Spain, and the United Kingdom","Recalde M, Roel E, Pistillo A, Sena AG, Prats-Uribe A, Ahmed WU, Alghoul H, Alshammari TM, Alser O, Areia C, Burn E, Casajust P, Dawoud D, DuVall SL, Falconer T, Fernández-Bertolín S, Golozar A, Gong M, Lai LYH, Lane JCE, Lynch KE, Matheny ME, Mehta PP, Morales DR, Natarjan K, Nyberg F, Posada JD, Reich CG, Rijnbeek PR, Schilling LM, Shah K, Shah NH, Subbian V, Zhang L, Zhu H, Ryan P, Prieto-Alhambra D, Kostka K, Duarte-Salles T.","Int J Obes (Lond). 2021 Nov;45(11):2347-2357. doi: 10.1038/s41366-021-00893-4. Epub 2021 Jul 15.","Recalde M","Int J Obes (Lond)","2021","2021/07/16","PMC8281807","","10.1038/s41366-021-00893-4"
"33725121","COVID-19 in patients with autoimmune diseases: characteristics and outcomes in a multinational network of cohorts across three countries","Tan EH, Sena AG, Prats-Uribe A, You SC, Ahmed WU, Kostka K, Reich C, Duvall SL, Lynch KE, Matheny ME, Duarte-Salles T, Bertolin SF, Hripcsak G, Natarajan K, Falconer T, Spotnitz M, Ostropolets A, Blacketer C, Alshammari TM, Alghoul H, Alser O, Lane JCE, Dawoud DM, Shah K, Yang Y, Zhang L, Areia C, Golozar A, Recalde M, Casajust P, Jonnagaddala J, Subbian V, Vizcaya D, Lai LYH, Nyberg F, Morales DR, Posada JD, Shah NH, Gong M, Vivekanantham A, Abend A, Minty EP, Suchard M, Rijnbeek P, Ryan PB, Prieto-Alhambra D.","Rheumatology (Oxford). 2021 Oct 9;60(SI):SI37-SI50. doi: 10.1093/rheumatology/keab250.","Tan EH","Rheumatology (Oxford)","2021","2021/03/16","PMC7989171","","10.1093/rheumatology/keab250"
"38519026","Similar Risk of Kidney Failure among Patients with Blinding Diseases Who Receive Ranibizumab, Aflibercept, and Bevacizumab: An Observational Health Data Sciences and Informatics Network Study","Cai CX, Nishimura A, Bowring MG, Westlund E, Tran D, Ng JH, Nagy P, Cook M, McLeggon JA, DuVall SL, Matheny ME, Golozar A, Ostropolets A, Minty E, Desai P, Bu F, Toy B, Hribar M, Falconer T, Zhang L, Lawrence-Archer L, Boland MV, Goetz K, Hall N, Shoaibi A, Reps J, Sena AG, Blacketer C, Swerdel J, Jhaveri KD, Lee E, Gilbert Z, Zeger SL, Crews DC, Suchard MA, Hripcsak G, Ryan PB.","Ophthalmol Retina. 2024 Aug;8(8):733-743. doi: 10.1016/j.oret.2024.03.014. Epub 2024 Mar 20.","Cai CX","Ophthalmol Retina","2024","2024/03/22","PMC11298306","NIHMS1981458","10.1016/j.oret.2024.03.014"
"27014709","Data Extraction and Management in Networks of Observational Health Care Databases for Scientific Research: A Comparison of EU-ADR, OMOP, Mini-Sentinel and MATRICE Strategies","Gini R, Schuemie M, Brown J, Ryan P, Vacchi E, Coppola M, Cazzola W, Coloma P, Berni R, Diallo G, Oliveira JL, Avillach P, Trifirò G, Rijnbeek P, Bellentani M, van Der Lei J, Klazinga N, Sturkenboom M.","EGEMS (Wash DC). 2016 Feb 8;4(1):1189. doi: 10.13063/2327-9214.1189. eCollection 2016.","Gini R","EGEMS (Wash DC)","2016","2016/03/26","PMC4780748","","10.13063/2327-9214.1189"
"39973032","Utility of Treatment Pattern Analysis Using a Common Data Model: A Scoping Review","Park EG, Kim MJ, Kim J, Shin K, Ryu B.","Healthc Inform Res. 2025 Jan;31(1):4-15. doi: 10.4258/hir.2025.31.1.4. Epub 2025 Jan 31.","Park EG","Healthc Inform Res","2025","2025/02/20","PMC11854637","","10.4258/hir.2025.31.1.4"
"39896425","Implementing a Common Data Model in Ophthalmology: Mapping Structured Electronic Health Record Ophthalmic Examination Data to Standard Vocabularies","Quon JC, Long CP, Halfpenny W, Chuang A, Cai CX, Baxter SL, Daketi V, Schmitz A, Bahroos N, Xu BY, Toy BC.","Ophthalmol Sci. 2024 Nov 28;5(2):100666. doi: 10.1016/j.xops.2024.100666. eCollection 2025 Mar-Apr.","Quon JC","Ophthalmol Sci","2024","2025/02/03","PMC11783105","","10.1016/j.xops.2024.100666"
"40774333","Advancing Real-World Evidence Through a Federated Health Data Network (EHDEN): Descriptive Study","Blacketer C, Schuemie MJ, Moinat M, Voss EA, Camprubi M, Rijnbeek PR, Ryan PB.","J Med Internet Res. 2025 Aug 7;27:e74119. doi: 10.2196/74119.","Blacketer C","J Med Internet Res","2025","2025/08/07","PMC12331365","","10.2196/74119"
"41930302","Evaluating the statistical utility and information loss in the transformation of a real-world oncology database from CDISC-SDTM to OMOP-CDM","Lambert A, Castagne C, Pau D, Chmiel J, Labarga A, Boernert E, Margraff F, Bachot C, Kaczmarek L, Toshev D, Martinez G J, Stone T.","ESMO Real World Data Digit Oncol. 2025 Dec 15;11:100655. doi: 10.1016/j.esmorw.2025.100655. eCollection 2026 Mar.","Lambert A","ESMO Real World Data Digit Oncol","2025","2026/04/03","PMC13040891","","10.1016/j.esmorw.2025.100655"
"39820599","CohortDiagnostics: Phenotype evaluation across a network of observational data sources using population-level characterization","Rao GA, Shoaibi A, Makadia R, Hardin J, Swerdel J, Weaver J, Voss EA, Conover MM, Fortin S, Sena AG, Knoll C, Hughes N, Gilbert JP, Blacketer C, Andryc A, DeFalco F, Molinaro A, Reps J, Schuemie MJ, Ryan PB.","PLoS One. 2025 Jan 16;20(1):e0310634. doi: 10.1371/journal.pone.0310634. eCollection 2025.","Rao GA","PLoS One","2025","2025/01/17","PMC11737733","","10.1371/journal.pone.0310634"
"41877886","Migrating longitudinal African mental health data from staging to the OMOP common data model within the INSPIRE network datahub","Bhattacharjee T, Mugotitsa B, Ochola M, Momanyi R, Andeso P, Amadi D, Mailosi D, Najjemba L, Greenfield J, Mabe K, Slaymaker E, Todd J, Kiragga A; INSPIRE Network.","Front Psychiatry. 2026 Mar 9;17:1751529. doi: 10.3389/fpsyt.2026.1751529. eCollection 2026.","Bhattacharjee T","Front Psychiatry","2026","2026/03/25","PMC13006644","","10.3389/fpsyt.2026.1751529"
"30937326","Learning to Share Health Care Data: A Brief Timeline of Influential Common Data Models and Distributed Health Data Networks in U.S. Health Care Research","Weeks J, Pardee R.","EGEMS (Wash DC). 2019 Mar 25;7(1):4. doi: 10.5334/egems.279.","Weeks J","EGEMS (Wash DC)","2019","2019/04/03","PMC6437693","","10.5334/egems.279"
"31386904","Supplementing claims data analysis using self-reported data to develop a probabilistic phenotype model for current smoking status","Reps JM, Rijnbeek PR, Ryan PB.","J Biomed Inform. 2019 Sep;97:103264. doi: 10.1016/j.jbi.2019.103264. Epub 2019 Aug 3.","Reps JM","J Biomed Inform","2019","2019/08/07","","","10.1016/j.jbi.2019.103264"
"32511443","Deep phenotyping of 34,128 patients hospitalised with COVID-19 and a comparison with 81,596 influenza patients in America, Europe and Asia: an international network study","Burn E, You SC, Sena A, Kostka K, Abedtash H, Abrahao MTF, Alberga A, Alghoul H, Alser O, Alshammari TM, Aragon M, Areia C, Banda JM, Cho J, Culhane AC, Davydov A, DeFalco FJ, Duarte-Salles T, DuVall SL, Falconer T, Fernandez-Bertolin S, Gao W, Golozar A, Hardin J, Hripcsak G, Huser V, Jeon H, Jing Y, Jung CY, Kaas-Hansen BS, Kaduk D, Kent S, Kim Y, Kolovos S, Lane J, Lee H, Lynch KE, Makadia R, Matheny ME, Mehta P, Morales DR, Natarajan K, Nyberg F, Ostropolets A, Park RW, Park J, Posada JD, Prats-Uribe A, Rao GA, Reich C, Rho Y, Rijnbeek P, Schilling LM, Schuemie M, Shah NH, Shoaibi A, Song S, Spotnitz M, Suchard MA, Swerdel J, Vizcaya D, Volpe S, Wen H, Williams AE, Yimer BB, Zhang L, Zhuk O, Prieto-Alhambra D, Ryan P.","medRxiv [Preprint]. 2020 Jun 28:2020.04.22.20074336. doi: 10.1101/2020.04.22.20074336.","Burn E","medRxiv","2020","2020/06/09","PMC7239064","","10.1101/2020.04.22.20074336"
"26893951","Conversion and Data Quality Assessment of Electronic Health Record Data at a Korean Tertiary Teaching Hospital to a Common Data Model for Distributed Network Research","Yoon D, Ahn EK, Park MY, Cho SY, Ryan P, Schuemie MJ, Shin D, Park H, Park RW.","Healthc Inform Res. 2016 Jan;22(1):54-8. doi: 10.4258/hir.2016.22.1.54. Epub 2016 Jan 31.","Yoon D","Healthc Inform Res","2016","2016/02/20","PMC4756059","","10.4258/hir.2016.22.1.54"
